Fecha;Producto;Categoría;Cantidad;Precio;Total;Pago;Costo;;;;
20/09/2022;Pescado;Carnes;2;26.62;53.24;Tarjeta;35.17;;;;
24/10/2020;Mantequilla;Lácteos;7;15.88;111.16;Yape;78.7;;;;
6/04/2021;Mantequilla;Lácteos;3;52.35;157.05;Tarjeta;96.22;;;;
13/06/2022;Fideos;Abarrotes;8;71.59;572.72;Tarjeta;351.48;;;;
11/07/2020;Pollo;Carnes;4;30.97;123.88;Plin;70.22;;;;
7/06/2024;Quinua;Granos;7;78.15;547.05;Transferencia;294.83;;;;
11/10/2022;Atún;Abarrotes;3;14.19;42.57;Efectivo;30.44;;;;
18/06/2022;Queso;Lácteos;7;58.33;408.31;Yape;271.94;;;;
20/12/2024;Atún;Abarrotes;5;17.75;88.75;Transferencia;63.74;;;;
5/04/2024;Empanada;Panadería;9;92.35;831.15;Efectivo;664.73;;;;
4/09/2020;Sal;Abarrotes;9;50.77;456.93;Tarjeta;271.73;;;;
5/10/2022;Sal;Abarrotes;6;8.6;51.6;Efectivo;39.33;;;;
25/07/2020;Atún;Abarrotes;9;94.83;853.47;Plin;678.93;;;;
27/11/2022;Cordero;Carnes;10;3.8;38;Tarjeta;30.49;;;;
25/11/2024;Kéfir;Lácteos;2;73.95;147.9;Yape;111.98;;;;
23/10/2023;Mantequilla;Lácteos;7;72.4;506.8;Tarjeta;262.43;;;;
17/08/2021;Empanada;Panadería;1;46.91;46.91;Efectivo;33.79;;;;
27/06/2024;Sandía;Frutas;7;85.16;596.12;Yape;396.67;;;;
4/02/2023;Lentejas;Granos;10;17.64;176.4;Tarjeta;142.34;;;;
21/02/2021;Melón;Frutas;2;82.19;164.38;Yape;134.94;;;;
5/10/2023;Empanada;Panadería;9;92.92;836.28;Tarjeta;532.72;;;;
29/03/2023;Rosquilla;Panadería;2;43.86;87.72;Tarjeta;46.21;;;;
12/08/2024;Sal;Abarrotes;1;41.55;41.55;Transferencia;28.71;;;;
17/08/2022;Garbanzos;Granos;1;53.74;53.74;Efectivo;44.32;;;;
2/08/2023;Kéfir;Lácteos;8;78.39;627.12;Yape;553.21;;;;
23/05/2021;Pescado;Carnes;4;50.97;203.88;Tarjeta;136.72;;;;
25/01/2024;Atún;Abarrotes;2;32.48;64.96;Plin;38.41;;;;
1/04/2023;Pera;Frutas;4;90.82;363.28;Efectivo;254.24;;;;
13/01/2024;Plátano;Frutas;2;40.3;80.6;Yape;49.05;;;;
30/07/2024;Queque;Panadería;1;28.35;28.35;Yape;16.95;;;;
24/02/2022;Crema;Lácteos;6;74.48;446.88;Plin;346.38;;;;
3/04/2024;Yogurt;Lácteos;10;98.08;980.8;Plin;504.16;;;;
20/03/2020;Leche;Lácteos;5;2.73;13.65;Yape;7.28;;;;
6/04/2025;Sandía;Frutas;2;58.07;116.14;Plin;98.81;;;;
31/01/2023;Atún;Abarrotes;7;68.49;479.43;Plin;254.97;;;;
9/03/2025;Queque;Panadería;4;90.67;362.68;Efectivo;232.55;;;;
15/11/2022;Manzana;Frutas;8;39.05;312.4;Transferencia;261.99;;;;
23/10/2022;Galletas;Abarrotes;5;10.8;54;Yape;39.17;;;;
26/02/2023;Pan francés;Panadería;3;58.57;175.71;Plin;137.76;;;;
4/01/2025;Atún;Abarrotes;1;33.26;33.26;Tarjeta;29.14;;;;
21/04/2025;Arvejas;Granos;4;15.44;61.76;Yape;33.86;;;;
21/10/2021;Fideos;Abarrotes;9;12.06;108.54;Transferencia;85.89;;;;
6/02/2021;Trigo;Granos;2;60.25;120.5;Plin;69.19;;;;
12/03/2023;Arroz;Abarrotes;9;90.94;818.46;Tarjeta;629.85;;;;
24/06/2023;Maíz;Granos;2;17.48;34.96;Transferencia;29.61;;;;
7/05/2025;Cerdo;Carnes;10;35.91;359.1;Transferencia;219.67;;;;
5/04/2023;Queque;Panadería;5;39.69;198.45;Transferencia;130.96;;;;
4/10/2021;Pescado;Carnes;5;26.28;131.4;Tarjeta;88.05;;;;
4/10/2024;Crema;Lácteos;3;10.35;31.05;Tarjeta;24.06;;;;
1/02/2024;Cordero;Carnes;7;55.76;390.32;Efectivo;259.12;;;;
20/08/2024;Maíz;Granos;2;32.91;65.82;Plin;38.75;;;;
23/08/2025;Leche;Lácteos;4;39.04;156.16;Tarjeta;98.67;;;;
10/08/2024;Queso;Lácteos;6;86.85;521.1;Efectivo;448.42;;;;
9/05/2024;Mantequilla;Lácteos;7;19.07;133.49;Tarjeta;70.41;;;;
26/05/2022;Pavo;Carnes;1;44.86;44.86;Yape;32.24;;;;
26/05/2021;Sal;Abarrotes;3;94.82;284.46;Plin;176.01;;;;
3/02/2023;Cordero;Carnes;9;57.56;518.04;Transferencia;369.08;;;;
3/03/2021;Rosquilla;Panadería;9;78.25;704.25;Yape;388;;;;
22/10/2023;Aceite;Abarrotes;5;17.54;87.7;Yape;70.88;;;;
4/07/2023;Uva;Frutas;9;14.9;134.1;Transferencia;74.49;;;;
2/06/2025;Pescado;Carnes;2;86.18;172.36;Plin;120.07;;;;
7/12/2021;Mantequilla;Lácteos;8;46.76;374.08;Plin;265.51;;;;
27/02/2025;Aceite;Abarrotes;5;3.29;16.45;Plin;11.49;;;;
5/04/2020;Pera;Frutas;1;68.43;68.43;Transferencia;50.32;;;;
24/12/2021;Rosquilla;Panadería;6;50.65;303.9;Transferencia;171.72;;;;
1/05/2023;Arvejas;Granos;2;57.33;114.66;Yape;58.46;;;;
5/11/2023;Plátano;Frutas;9;85.47;769.23;Yape;432.33;;;;
13/10/2021;Pollo;Carnes;7;34.38;240.66;Plin;155.53;;;;
15/03/2022;Frejoles;Granos;1;14.58;14.58;Plin;12.59;;;;
2/03/2023;Arvejas;Granos;10;1.33;13.3;Yape;10.19;;;;
17/01/2024;Pan integral;Panadería;5;86.02;430.1;Tarjeta;314.48;;;;
26/12/2024;Sal;Abarrotes;6;51.1;306.6;Tarjeta;163.13;;;;
29/09/2022;Pera;Frutas;5;77.25;386.25;Plin;312.02;;;;
15/06/2025;Trigo;Granos;1;47.92;47.92;Efectivo;24.73;;;;
5/02/2020;Pollo;Carnes;9;16.05;144.45;Yape;73.1;;;;
21/11/2020;Cerdo;Carnes;2;8.73;17.46;Yape;14.23;;;;
8/10/2021;Lentejas;Granos;6;63.21;379.26;Plin;214.61;;;;
8/01/2023;Trigo;Granos;7;64.96;454.72;Plin;348.95;;;;
11/11/2023;Pavo;Carnes;2;6.44;12.88;Efectivo;9.79;;;;
16/07/2023;Crema;Lácteos;10;27.11;271.1;Yape;178.78;;;;
12/10/2023;Pescado;Carnes;2;82.98;165.96;Transferencia;115.68;;;;
15/05/2020;Fideos;Abarrotes;4;76;304;Tarjeta;189.58;;;;
15/06/2020;Arvejas;Granos;7;74.15;519.05;Yape;270.27;;;;
17/08/2024;Aceite;Abarrotes;2;62.94;125.88;Plin;64.65;;;;
18/02/2025;Rosquilla;Panadería;6;72.25;433.5;Efectivo;244.21;;;;
21/03/2024;Yogurt;Lácteos;7;55.53;388.71;Yape;204.28;;;;
17/02/2024;Naranja;Frutas;8;97.13;777.04;Efectivo;498.41;;;;
9/05/2025;Pollo;Carnes;10;42.55;425.5;Tarjeta;258.21;;;;
24/08/2022;Pera;Frutas;6;89.47;536.82;Tarjeta;286.76;;;;
15/12/2023;Pan francés;Panadería;9;73.21;658.89;Plin;565.75;;;;
1/05/2020;Queque;Panadería;1;27.97;27.97;Transferencia;19.14;;;;
4/02/2025;Croissant;Panadería;1;61.14;61.14;Tarjeta;42.23;;;;
4/08/2020;Empanada;Panadería;10;36.82;368.2;Plin;192.35;;;;
19/12/2024;Res;Carnes;1;9.41;9.41;Tarjeta;6.06;;;;
15/04/2021;Maíz;Granos;2;25.28;50.56;Tarjeta;38.99;;;;
16/02/2022;Pescado;Carnes;9;75.1;675.9;Transferencia;586.72;;;;
20/10/2024;Pera;Frutas;7;88.89;622.23;Efectivo;499.71;;;;
23/10/2024;Kéfir;Lácteos;3;90.12;270.36;Plin;225.32;;;;
31/05/2024;Aceite;Abarrotes;9;67.35;606.15;Tarjeta;406.31;;;;
4/01/2024;Frejoles;Granos;10;1.67;16.7;Efectivo;8.48;;;;
9/10/2020;Croissant;Panadería;7;91.45;640.15;Efectivo;500.7;;;;
5/10/2024;Rosquilla;Panadería;10;47.81;478.1;Plin;345.16;;;;
29/08/2023;Sal;Abarrotes;4;2.54;10.16;Transferencia;7.05;;;;
10/06/2020;Maíz;Granos;3;35.08;105.24;Transferencia;88.7;;;;
12/03/2024;Manzana;Frutas;10;30.41;304.1;Tarjeta;230.1;;;;
17/03/2022;Arvejas;Granos;9;67.55;607.95;Transferencia;536.12;;;;
25/01/2023;Rosquilla;Panadería;6;33.63;201.78;Transferencia;101.16;;;;
20/02/2021;Fideos;Abarrotes;2;35.9;71.8;Transferencia;51.94;;;;
29/01/2023;Pan integral;Panadería;6;57.34;344.04;Transferencia;284.47;;;;
25/12/2021;Pan integral;Panadería;6;96.59;579.54;Transferencia;325.84;;;;
5/01/2022;Manzana;Frutas;1;62.34;62.34;Plin;41.08;;;;
9/10/2024;Mantequilla;Lácteos;1;14.58;14.58;Tarjeta;13.1;;;;
14/10/2020;Leche;Lácteos;10;86.86;868.6;Transferencia;763.39;;;;
30/06/2021;Croissant;Panadería;10;38.61;386.1;Plin;297.61;;;;
3/08/2024;Aceite;Abarrotes;9;36.76;330.84;Yape;269.74;;;;
25/12/2020;Uva;Frutas;6;3.58;21.48;Transferencia;11.72;;;;
20/04/2023;Fideos;Abarrotes;7;23.03;161.21;Yape;144.83;;;;
2/05/2025;Rosquilla;Panadería;8;5.37;42.96;Plin;31.51;;;;
4/06/2021;Kéfir;Lácteos;5;19.13;95.65;Tarjeta;55.41;;;;
29/06/2021;Cerdo;Carnes;5;20.39;101.95;Transferencia;72.62;;;;
28/09/2023;Manzana;Frutas;8;92.2;737.6;Tarjeta;430.15;;;;
17/08/2020;Cerdo;Carnes;10;96.35;963.5;Plin;709.95;;;;
2/04/2020;Manzana;Frutas;10;37.45;374.5;Tarjeta;209.27;;;;
19/07/2020;Crema;Lácteos;5;86.59;432.95;Transferencia;358.04;;;;
14/03/2020;Lentejas;Granos;4;54.17;216.68;Tarjeta;186.36;;;;
2/05/2025;Crema;Lácteos;10;88.55;885.5;Transferencia;506.16;;;;
8/01/2020;Melón;Frutas;4;71.13;284.52;Efectivo;249.16;;;;
17/08/2023;Pan francés;Panadería;3;83.11;249.33;Transferencia;199.6;;;;
28/04/2023;Pollo;Carnes;8;96.78;774.24;Transferencia;552.18;;;;
3/10/2024;Quinua;Granos;7;47.62;333.34;Yape;186.7;;;;
10/03/2023;Manzana;Frutas;2;75.73;151.46;Transferencia;115.79;;;;
23/09/2022;Azúcar;Abarrotes;6;17.88;107.28;Transferencia;57.15;;;;
24/01/2020;Pavo;Carnes;6;90.47;542.82;Plin;438.05;;;;
22/06/2024;Pollo;Carnes;6;76.35;458.1;Tarjeta;401.47;;;;
9/05/2020;Lentejas;Granos;9;23.69;213.21;Yape;157.55;;;;
22/12/2023;Pescado;Carnes;6;32.86;197.16;Yape;145.43;;;;
24/03/2022;Naranja;Frutas;10;45.6;456;Yape;233.84;;;;
15/06/2023;Aceite;Abarrotes;2;90.22;180.44;Plin;94.2;;;;
13/01/2022;Cerdo;Carnes;5;42.46;212.3;Tarjeta;143.25;;;;
15/08/2024;Conserva;Abarrotes;7;50.02;350.14;Tarjeta;299.28;;;;
20/10/2020;Cordero;Carnes;4;58.99;235.96;Efectivo;198.31;;;;
20/09/2022;Pera;Frutas;7;24.52;171.64;Tarjeta;106.88;;;;
2/02/2022;Conserva;Abarrotes;3;78.97;236.91;Tarjeta;160.52;;;;
24/09/2021;Lentejas;Granos;9;73.19;658.71;Efectivo;377.74;;;;
6/04/2024;Melón;Frutas;10;23.57;235.7;Yape;197.38;;;;
21/01/2024;Cerdo;Carnes;2;99;198;Transferencia;135.03;;;;
23/01/2023;Queque;Panadería;7;91.4;639.8;Efectivo;329.21;;;;
26/01/2024;Frejoles;Granos;9;56.07;504.63;Efectivo;360.58;;;;
25/05/2021;Pescado;Carnes;6;50.91;305.46;Transferencia;188.08;;;;
25/03/2020;Garbanzos;Granos;7;70.03;490.21;Efectivo;269.58;;;;
28/01/2020;Pera;Frutas;4;35.24;140.96;Plin;71.25;;;;
6/03/2020;Leche;Lácteos;7;84.6;592.2;Plin;366.35;;;;
25/12/2021;Cordero;Carnes;1;7.54;7.54;Transferencia;4.99;;;;
23/09/2023;Frejoles;Granos;10;13.76;137.6;Transferencia;116.88;;;;
28/09/2021;Melón;Frutas;5;43.3;216.5;Efectivo;141.44;;;;
27/09/2022;Pera;Frutas;8;43.49;347.92;Tarjeta;305.15;;;;
13/10/2022;Queso;Lácteos;7;16.54;115.78;Plin;102.37;;;;
14/12/2020;Pescado;Carnes;7;89.94;629.58;Efectivo;413.3;;;;
25/02/2023;Pan francés;Panadería;7;89.03;623.21;Yape;392.14;;;;
16/08/2025;Garbanzos;Granos;8;74.01;592.08;Transferencia;345.44;;;;
21/02/2024;Yogurt;Lácteos;3;12.76;38.28;Plin;19.33;;;;
13/03/2020;Sal;Abarrotes;10;39.29;392.9;Tarjeta;329.33;;;;
25/05/2022;Pollo;Carnes;1;4.6;4.6;Plin;3.79;;;;
27/12/2024;Conserva;Abarrotes;8;12.2;97.6;Efectivo;55.91;;;;
19/06/2024;Manzana;Frutas;7;63.65;445.55;Tarjeta;289.57;;;;
7/07/2025;Quinua;Granos;10;7.51;75.1;Transferencia;63.08;;;;
11/04/2021;Empanada;Panadería;7;58.81;411.67;Yape;349.59;;;;
21/07/2023;Maíz;Granos;9;90.3;812.7;Plin;517.63;;;;
19/08/2020;Quinua;Granos;10;67.48;674.8;Efectivo;513.94;;;;
20/09/2020;Maíz;Granos;4;34.06;136.24;Efectivo;112.85;;;;
30/06/2022;Garbanzos;Granos;1;16.15;16.15;Plin;8.6;;;;
21/09/2022;Pollo;Carnes;7;81.66;571.62;Plin;290.47;;;;
2/07/2024;Lentejas;Granos;6;31.16;186.96;Plin;124.32;;;;
5/04/2020;Empanada;Panadería;7;29.51;206.57;Plin;146.65;;;;
6/09/2024;Pollo;Carnes;5;64.91;324.55;Tarjeta;279.32;;;;
17/10/2020;Trigo;Granos;6;80.73;484.38;Tarjeta;420.28;;;;
23/07/2022;Yogurt;Lácteos;8;94.93;759.44;Tarjeta;415.4;;;;
3/03/2020;Naranja;Frutas;1;30.92;30.92;Efectivo;22.69;;;;
16/02/2025;Yogurt;Lácteos;7;99.87;699.09;Plin;362.39;;;;
5/01/2022;Rosquilla;Panadería;2;91.39;182.78;Yape;152.73;;;;
7/03/2025;Arroz;Abarrotes;7;80.42;562.94;Plin;389.05;;;;
30/08/2022;Pan integral;Panadería;5;8.81;44.05;Tarjeta;36.56;;;;
13/07/2025;Pollo;Carnes;5;29.95;149.75;Efectivo;96.68;;;;
18/11/2020;Quinua;Granos;6;30.85;185.1;Efectivo;101.01;;;;
27/11/2024;Queso;Lácteos;6;3.41;20.46;Yape;16.07;;;;
22/10/2022;Atún;Abarrotes;2;51.29;102.58;Yape;83.68;;;;
28/04/2020;Aceite;Abarrotes;4;51.16;204.64;Efectivo;149.64;;;;
21/07/2025;Melón;Frutas;6;40.74;244.44;Plin;207.91;;;;
16/07/2025;Croissant;Panadería;4;6.26;25.04;Plin;16.47;;;;
1/01/2020;Crema;Lácteos;8;82.87;662.96;Plin;384.52;;;;
1/06/2025;Atún;Abarrotes;1;71.32;71.32;Tarjeta;37.75;;;;
18/09/2022;Rosquilla;Panadería;9;86.08;774.72;Plin;477.57;;;;
22/01/2020;Pollo;Carnes;2;68.27;136.54;Efectivo;108.73;;;;
29/10/2024;Arvejas;Granos;5;9.78;48.9;Yape;41.93;;;;
10/06/2024;Maíz;Granos;8;29.16;233.28;Plin;207.85;;;;
16/03/2020;Leche;Lácteos;7;2.13;14.91;Plin;10.51;;;;
11/12/2023;Pescado;Carnes;1;56.23;56.23;Transferencia;49.32;;;;
20/07/2022;Yogurt;Lácteos;9;15.66;140.94;Efectivo;123.97;;;;
27/11/2022;Trigo;Granos;6;4.82;28.92;Transferencia;14.82;;;;
1/08/2023;Garbanzos;Granos;2;90.9;181.8;Plin;122.74;;;;
25/08/2025;Naranja;Frutas;2;56.9;113.8;Tarjeta;81.6;;;;
19/11/2023;Aceite;Abarrotes;10;37.84;378.4;Yape;253.1;;;;
21/12/2022;Arvejas;Granos;3;53.79;161.37;Yape;96.06;;;;
25/06/2022;Pera;Frutas;10;84.17;841.7;Yape;725.55;;;;
30/03/2023;Aceite;Abarrotes;8;43.46;347.68;Yape;289.2;;;;
10/11/2020;Rosquilla;Panadería;4;9.45;37.8;Plin;28.42;;;;
6/10/2024;Queso;Lácteos;8;71.96;575.68;Efectivo;512.78;;;;
17/09/2022;Aceite;Abarrotes;9;38.83;349.47;Plin;261.65;;;;
26/12/2021;Arvejas;Granos;1;41.59;41.59;Yape;23.59;;;;
24/10/2020;Pan integral;Panadería;7;99.82;698.74;Yape;376.34;;;;
1/03/2025;Kéfir;Lácteos;2;99.26;198.52;Plin;119.66;;;;
19/08/2021;Azúcar;Abarrotes;7;58.38;408.66;Plin;258.29;;;;
17/01/2023;Quinua;Granos;7;97.74;684.18;Efectivo;478.53;;;;
15/09/2021;Pan francés;Panadería;9;87.45;787.05;Plin;667.07;;;;
10/01/2025;Croissant;Panadería;3;38.41;115.23;Transferencia;69.17;;;;
8/01/2025;Mantequilla;Lácteos;4;86.31;345.24;Efectivo;256.13;;;;
19/08/2020;Leche;Lácteos;2;51.14;102.28;Yape;87.21;;;;
16/10/2023;Uva;Frutas;6;70.82;424.92;Tarjeta;319.65;;;;
26/01/2020;Uva;Frutas;7;41.32;289.24;Efectivo;251.58;;;;
2/12/2024;Maíz;Granos;7;8.08;56.56;Tarjeta;43.93;;;;
20/06/2020;Rosquilla;Panadería;2;36.42;72.84;Yape;51.09;;;;
26/03/2023;Pavo;Carnes;1;74.31;74.31;Efectivo;56.48;;;;
27/07/2022;Atún;Abarrotes;8;41.66;333.28;Transferencia;266.62;;;;
6/01/2025;Cordero;Carnes;2;57.69;115.38;Efectivo;93.27;;;;
10/11/2024;Pera;Frutas;6;81.57;489.42;Efectivo;437.64;;;;
29/01/2021;Plátano;Frutas;4;60.03;240.12;Tarjeta;205.53;;;;
13/08/2020;Pera;Frutas;1;75.74;75.74;Yape;47.76;;;;
11/06/2021;Naranja;Frutas;3;84.75;254.25;Transferencia;212.74;;;;
17/03/2022;Pera;Frutas;7;55.99;391.93;Transferencia;338.42;;;;
12/01/2020;Cordero;Carnes;2;60.17;120.34;Yape;85.81;;;;
19/12/2024;Queque;Panadería;9;33.28;299.52;Plin;166.05;;;;
20/03/2022;Lentejas;Granos;2;56.81;113.62;Plin;59.17;;;;
6/06/2025;Sal;Abarrotes;4;68.49;273.96;Efectivo;163.32;;;;
17/11/2024;Quinua;Granos;5;70.2;351;Yape;277.85;;;;
20/03/2022;Leche;Lácteos;1;21.53;21.53;Efectivo;13.76;;;;
16/04/2023;Pavo;Carnes;2;4.44;8.88;Plin;7.77;;;;
2/12/2021;Atún;Abarrotes;10;66.44;664.4;Transferencia;412.74;;;;
20/08/2021;Pollo;Carnes;6;63.29;379.74;Yape;232.23;;;;
8/01/2020;Cordero;Carnes;6;83.31;499.86;Efectivo;342.23;;;;
29/11/2023;Cordero;Carnes;9;6.02;54.18;Efectivo;46.05;;;;
28/09/2020;Frejoles;Granos;2;45.02;90.04;Yape;47.14;;;;
21/03/2024;Aceite;Abarrotes;4;86.53;346.12;Tarjeta;186.25;;;;
11/06/2022;Quinua;Granos;8;94.77;758.16;Efectivo;637.81;;;;
23/06/2025;Kéfir;Lácteos;4;96.09;384.36;Yape;273.48;;;;
23/04/2024;Sandía;Frutas;10;67.09;670.9;Tarjeta;340.15;;;;
25/11/2023;Croissant;Panadería;8;92.7;741.6;Tarjeta;386.24;;;;
12/04/2024;Quinua;Granos;8;52.32;418.56;Tarjeta;355.69;;;;
24/06/2020;Aceite;Abarrotes;7;26.52;185.64;Transferencia;114.51;;;;
6/04/2020;Pan integral;Panadería;1;40.43;40.43;Transferencia;22.06;;;;
4/08/2025;Pescado;Carnes;4;27.97;111.88;Tarjeta;85.95;;;;
26/10/2021;Crema;Lácteos;4;73.64;294.56;Transferencia;147.85;;;;
29/02/2024;Naranja;Frutas;3;58.42;175.26;Tarjeta;144.8;;;;
8/06/2022;Arvejas;Granos;9;49.04;441.36;Tarjeta;385.41;;;;
30/11/2023;Conserva;Abarrotes;9;25.72;231.48;Efectivo;180.49;;;;
6/12/2022;Empanada;Panadería;3;32.79;98.37;Transferencia;71.18;;;;
23/12/2022;Pescado;Carnes;1;59.55;59.55;Efectivo;50.01;;;;
8/07/2021;Manzana;Frutas;10;86.43;864.3;Efectivo;685.96;;;;
9/11/2022;Garbanzos;Granos;2;91.1;182.2;Tarjeta;125.96;;;;
15/08/2023;Azúcar;Abarrotes;3;24.14;72.42;Tarjeta;40.22;;;;
28/06/2022;Crema;Lácteos;10;33.05;330.5;Plin;211.8;;;;
17/08/2022;Azúcar;Abarrotes;5;86.68;433.4;Plin;362.3;;;;
19/07/2025;Quinua;Granos;1;70.9;70.9;Transferencia;45.53;;;;
11/08/2020;Crema;Lácteos;5;68.34;341.7;Tarjeta;290.94;;;;
23/08/2024;Pan francés;Panadería;8;13.39;107.12;Plin;94.44;;;;
28/06/2024;Crema;Lácteos;7;27.83;194.81;Efectivo;125.26;;;;
16/01/2020;Sandía;Frutas;10;88.52;885.2;Tarjeta;763.66;;;;
6/03/2022;Quinua;Granos;4;12.11;48.44;Tarjeta;27.47;;;;
22/05/2020;Sal;Abarrotes;4;94.63;378.52;Plin;195.05;;;;
23/10/2023;Aceite;Abarrotes;4;36.49;145.96;Transferencia;77.95;;;;
24/02/2024;Frejoles;Granos;8;96.61;772.88;Yape;428.94;;;;
14/07/2023;Quinua;Granos;1;16.53;16.53;Plin;10.31;;;;
13/04/2021;Aceite;Abarrotes;3;53.05;159.15;Plin;112.48;;;;
3/10/2023;Queso;Lácteos;9;1.33;11.97;Plin;6.09;;;;
12/09/2022;Arroz;Abarrotes;9;60.55;544.95;Efectivo;289.74;;;;
4/05/2025;Rosquilla;Panadería;8;71.39;571.12;Transferencia;367.46;;;;
14/01/2021;Pavo;Carnes;10;31.74;317.4;Plin;247.04;;;;
27/03/2025;Empanada;Panadería;2;86.93;173.86;Efectivo;95.82;;;;
1/04/2024;Garbanzos;Granos;9;93.96;845.64;Plin;483.47;;;;
3/02/2022;Pescado;Carnes;6;30.88;185.28;Tarjeta;115.56;;;;
12/06/2023;Arvejas;Granos;8;52.19;417.52;Transferencia;237.5;;;;
1/08/2020;Cerdo;Carnes;5;40.18;200.9;Tarjeta;161.18;;;;
5/10/2024;Croissant;Panadería;10;60.63;606.3;Efectivo;374.47;;;;
24/08/2021;Galletas;Abarrotes;8;92.61;740.88;Plin;490.89;;;;
1/05/2024;Plátano;Frutas;7;95.75;670.25;Tarjeta;447.01;;;;
27/02/2020;Empanada;Panadería;5;97.61;488.05;Transferencia;280.47;;;;
27/04/2023;Pan francés;Panadería;1;13.97;13.97;Transferencia;7.63;;;;
27/02/2025;Quinua;Granos;8;67.49;539.92;Tarjeta;303.71;;;;
1/08/2024;Pan integral;Panadería;3;9.78;29.34;Efectivo;26.36;;;;
15/04/2021;Queque;Panadería;10;38.02;380.2;Tarjeta;335.81;;;;
4/12/2021;Croissant;Panadería;4;41.86;167.44;Tarjeta;121.41;;;;
25/02/2024;Maíz;Granos;3;99.93;299.79;Plin;190.68;;;;
4/03/2024;Conserva;Abarrotes;6;73.61;441.66;Transferencia;387.77;;;;
24/06/2022;Pera;Frutas;6;8.73;52.38;Transferencia;28.75;;;;
5/05/2024;Plátano;Frutas;2;69.59;139.18;Transferencia;91.71;;;;
20/06/2023;Leche;Lácteos;9;7.53;67.77;Efectivo;59.39;;;;
9/05/2022;Queso;Lácteos;2;31.95;63.9;Transferencia;37.72;;;;
3/09/2024;Croissant;Panadería;9;43.09;387.81;Plin;288.38;;;;
6/04/2023;Cordero;Carnes;6;2.92;17.52;Tarjeta;9.9;;;;
11/07/2022;Lentejas;Granos;5;44.89;224.45;Tarjeta;114.23;;;;
12/08/2024;Manzana;Frutas;6;6.42;38.52;Yape;33.22;;;;
21/02/2021;Leche;Lácteos;5;7.11;35.55;Yape;23.38;;;;
28/05/2022;Galletas;Abarrotes;3;45.06;135.18;Efectivo;71.75;;;;
10/02/2024;Yogurt;Lácteos;8;68.42;547.36;Efectivo;437.14;;;;
2/07/2022;Lentejas;Granos;7;39.12;273.84;Yape;220.04;;;;
8/05/2022;Rosquilla;Panadería;2;70.37;140.74;Plin;76.15;;;;
31/08/2023;Arvejas;Granos;5;12.3;61.5;Tarjeta;52.84;;;;
14/08/2023;Atún;Abarrotes;2;87.38;174.76;Plin;96.27;;;;
16/12/2020;Pera;Frutas;3;38.69;116.07;Efectivo;84.46;;;;
12/06/2022;Cordero;Carnes;9;46.38;417.42;Tarjeta;243.57;;;;
9/08/2025;Pavo;Carnes;3;41.69;125.07;Transferencia;95.22;;;;
14/12/2021;Quinua;Granos;2;66.67;133.34;Plin;81.53;;;;
13/11/2022;Pan francés;Panadería;4;78.37;313.48;Tarjeta;238.76;;;;
23/09/2021;Uva;Frutas;3;98.22;294.66;Tarjeta;155.97;;;;
4/11/2024;Sal;Abarrotes;1;20.29;20.29;Tarjeta;18.15;;;;
21/01/2025;Sandía;Frutas;10;89.91;899.1;Efectivo;673.18;;;;
27/05/2024;Garbanzos;Granos;9;34.25;308.25;Transferencia;220.47;;;;
23/01/2024;Conserva;Abarrotes;6;54.14;324.84;Transferencia;220.69;;;;
20/04/2025;Plátano;Frutas;9;9.65;86.85;Transferencia;57.5;;;;
14/02/2025;Croissant;Panadería;6;93.63;561.78;Yape;400.26;;;;
23/12/2022;Rosquilla;Panadería;7;61.11;427.77;Yape;277.24;;;;
9/11/2020;Galletas;Abarrotes;7;67.72;474.04;Plin;325.03;;;;
8/01/2020;Frejoles;Granos;1;20.06;20.06;Plin;16.28;;;;
22/09/2023;Cerdo;Carnes;1;65.87;65.87;Tarjeta;39.62;;;;
30/06/2022;Arroz;Abarrotes;5;53.04;265.2;Tarjeta;198.09;;;;
17/08/2022;Conserva;Abarrotes;7;37.76;264.32;Yape;235.38;;;;
23/04/2024;Cerdo;Carnes;3;57.82;173.46;Plin;118.15;;;;
12/02/2022;Azúcar;Abarrotes;10;83.58;835.8;Yape;495.02;;;;
14/03/2020;Rosquilla;Panadería;6;66.63;399.78;Plin;322.31;;;;
15/04/2023;Conserva;Abarrotes;5;58.81;294.05;Tarjeta;175.24;;;;
29/01/2020;Pan francés;Panadería;1;94.82;94.82;Tarjeta;85.04;;;;
4/07/2024;Cerdo;Carnes;10;69.15;691.5;Plin;426.69;;;;
11/07/2023;Queso;Lácteos;6;58.86;353.16;Plin;180.11;;;;
10/04/2021;Sal;Abarrotes;1;92.48;92.48;Yape;67.79;;;;
8/05/2025;Leche;Lácteos;4;97.66;390.64;Tarjeta;298;;;;
2/03/2022;Uva;Frutas;4;73.58;294.32;Transferencia;163.6;;;;
18/11/2023;Conserva;Abarrotes;8;81.53;652.24;Yape;538.38;;;;
27/02/2020;Croissant;Panadería;9;2.71;24.39;Yape;20.38;;;;
6/12/2024;Pan francés;Panadería;3;49.01;147.03;Yape;131.07;;;;
30/12/2022;Queso;Lácteos;2;89.67;179.34;Transferencia;121.35;;;;
23/07/2021;Crema;Lácteos;5;38.55;192.75;Transferencia;159.3;;;;
29/04/2024;Pan integral;Panadería;2;60.38;120.76;Transferencia;75.18;;;;
